claim,cleaned_claim,source_label,normalized_label,source_category
فيديو يُظهر احتفال أحد الكوادر الطبية التونسية بطريقة خاصة، بمناسبة الانتصار على فايروس كورونا.,يديو ظهر احتفال أحد كادر طبي تونسي طريق خاص مناسب انتصار ايروس ورو,مضلل,Partly-false,صحة
رافيا أرشد هي أول قاضية محجبة في تاريخ الولايات المتحدة الأميركية.,رافيا ارشد أول قاضي محجب تاريخ ولاية متحد أميركي,زائف,False,أخبار
جون بارنز، خلال لقائه مع شبكة التلفزيون البريطانية سكاي نيوز، تظهر في خلفيته مكتبة من الأفلام الإباحية.,جون ارنز قاي شبك تلفزيون بريطاني سك نيوز ظهر خلفية مكتب أفلام اباحي,زائف,False,رياضة
عامل النظافة في اليابان يُسمى مهندس الصحة ويحصل على نفس رواتب المسؤولين في الدولة.,عامل نظاف يابان سمى مهندس صح حصل راتب مسوول دولة,خرافة,False,أعمال
توفي أثناء طوافه حول الكعبة، فحملوه وهو ميّت لكي يقبّل الحجر الأسود.,وفى أثناء طافية حول كعب حملو ميت قبل حجر اسود,مضلل,Partly-false,روحانيات ودين
وفاة الفنانة التونسية صوفية صادق في مصر، بعد إصابتها بفايروس كورونا المستجدّ (كوفيد-19).,فا فنان تونسي صوفي صادق مصر أصاب فايروس ورو مستجد يد تسعة وعشرة,زائف,False,ثقافة وفن
تونس تنتصر على وباء كورونا واحتفال الطاقم الطبي (فيديو),تونس انتصر باء ورو احتفال طاقم طب يديو,misleading-title,False,اجتماعي
انفجار ضخم في أمريكا,انفجار ضخم أمريكا,misleading-title,False,علوم
والد الطفلة إكرام ضحية الاغتصاب في المغرب، يتنازل للجاني عن القضية مقابل مبلغ مالي.,الد طفل اكرام ضحي اغتصاب مغرب تنازل لجنة قضي مقابل مبلغ مال,مضلل,Partly-false,أخبار
شاهد شكل العين تحت المجهر، سبحان الله.,شاهد شكل ع مجهر ل,مضلل,Partly-false,علوم
إيقاف عقود الزواج لمدة سنة بدايةً من شهر يوليو/تموز المقبل.,ايقاف عقد زواج مد سن داي شهر يوليوتموز مقبل,زائف,False,أخبار
الرئيس التركي، رجب طيب أردوغان، يعلن نجاح بلاده في إنتاج علاج محلي الصنع في مواجهة فايروس كورونا المستجدّ (كوفيد-19).,رييس ترك رجب طيب اردوغان أعلن نجاح اد إنتاج علاج محل صنع مواجه ايروس ورو مستجد يد تسعة وعشرة,صحيح,True,صحة
"الرئيس الأميركي سيصنّف ""أنتيفا"" (ANTIFA) منظمة إرهابية، بعد اتّهامها بتأجيج الاحتجاجات عقب مقتل جورج فلويد.",رييس امير صنف انتيفا  منظم إرهابي اتهام تاجيج احتجاج عقب مقتل جورج لويد,مضلل,Partly-false,سياسة
صورة فتاة اعتدى عليها الأميركي جورج فلويد، وهي حامل خلال سطو مسلح، وذلك قبل سنوات من مقتله خنقاً؛ تحت ركبة شرطي أميركي.,صورة تا أعتد امير جورج لويد حامل سطو مسلح سنة مقتل خنق ركب شرط امير,مضلل,Partly-false,أخبار
انتقلت إلى رحمته تعالى الشيف منال العالم.,انتقل رحمة تعال شيف منال عالم,زائف,False,أخبار
رسالة قوية من شرطي امريكي للرئيس ترامب,رسال قوي شرط امر رييس ترامب,misleading-title,False,اجتماعي
علاج كورونا متوفر في جميع صيدليات العراق (مركب ال MMS),علاج ورو متوفر صيدلي عراق مركب ال ,fake,False,طبي
مقتل القيادي يحيى طعيمان من أبناء مأرب في وادي سلى.,مقتل قياد حي طعيمان أبناء مارب اد سل,زائف,False,سياسة
صرّح الطبيب الإيطالي، ألبرتو زانغريلو، إن فايروس كورونا المستجد بدأ يفقد قوّته وأصبح أقل فتكاً.,صرح طبيب ايطال رتو زانغريلو ايروس ورو مستجد بدا فقد قوت أصبح تك,زائف,False,صحة
"الجيش المصري يُلقي القبض على ""ذبّاح داعش""، الذي كان يقتل كل من يتعاون مع الجيش في مصر.",جيش مصر لقي قبض ذباح داعش قتل تعاون جيش مصر,مضلل,Partly-false,سياسة
"المحكمة الجنائية الدولية في ""هاغ"" مُنحازة ضد دولة الاحتلال الإسرائيلي، وتلاحق الدول الديمقراطية بينما تشجّع الدكتاتوريات.",محكم جنا دولي هاغ منحاز ضد دولة احتلال اسراييل لاحق دولة ديموقراطي ينما شجع ديكتاتوري,زائف,False,سياسة
تنبأ فيلم كابتن أميركا الذي أنتج عام 2011، بفايروس كورونا المستجد (كوفيد_19) في لوحة إعلانية ظهرت في مشهد بالتايم سكوير خلال خاتمة الفيلم.,تنبا لام ابتن اميركا أنتج عام ألفان وواحد وعشرة فايروس ورو مستجد يد  تسعة وعشرة وح اعلاني ظهر مشهد تايم سكوير خاتم فيلم,زائف,False,ثقافة وفن
إصابة المطرب محمد عبده بفايروس كورونا المستجد(كوفيد_19)، ويعزل نفسه في أحد فنادق مدينة جدة.,أصاب مطرب محمد عبد فايروس ورو مستجدكوفيد  تسعة وعشرة أعزل نفس أحد نادق مدين جد,زائف,False,ثقافة وفن
شرطي أميركي يوجّه رسالة لدونالد ترامب، يهدّده ويسبّه فيها، ردًّا على مقتل جورج فلويد.,شرط امير يوج رسال دونالد ترامب هدد سب رد مقتل جورج لويد,مضلل,Partly-false,سياسة
نبش قبر صدام حسين لنقل جثمانه إلى بلدته.,نبش قبر صدام حس نقل جثمان لد,مضلل,Partly-false,سياسة
"صورة تحت عنوان ""الربيع الأميركي الشعب يثور ضد ترامب، السؤال الذي يتبادر للعقول أين ذهبت كورونا"".",صورة عنوان ربيع امير شعب ثار ضد ترامب سوال تبادر عقل ذهب ورو,مضلل,Partly-false,سياسة
منظّمة الصحّة العالمية تصل إلى نتيجة بأن حامل فايروس كورونا المستجد (كوفيد-19) غير مُعدي إلّا عند ظهور أعراض الإصابة عليه.,منظم صح عالمي وصل نتيج باني حامل ايروس ورو مستجد يد تسعة وعشرة معد الا ظهور أعراض أصاب,مضلل,Partly-false,صحة
تصريح وزارة الصحة المصرية بوجود 600 ألف متبرع بلازما في مصر,تصريح زار صح مصري وجود ستمئة ألف متبرع لازم مصر,fake,False,طبي
كم أنت عظيم يا شعب لبنان,عظيم شعب بنان,خطأ,False,health
صورة من مخيم قاح لرجلٍ يحمل طفلاً مجروحاً.,صورة مخيم قاح رجل حمل طفل مجروح,مضلل,Partly-false,سياسة
كان اللاعب البرازيلي غابرييل خيسوس قبل كأس العالم 2014 عامل نظافة، تصدّه صديقته لأنّه لم يمتلك المال.,لاعب برازيل غابرييل خيسوس كاس عالم ألفان وأربعة وعشرة عامل نظاف صد صديق ان امتلك مال,زائف,False,رياضة
"فيديو يصوّر مظاهرة ""طيّارة"" خرجت حديثاً قرب فندق الفورسيزنز في العاصمة السورية دمشق",يديو صور مظهر طيار خرج حديث قرب دق فورسيزنز عاصم سوري دمشق,مضلل,Partly-false,سياسة
الجزائر تستعد لإنجاز فيلم عن رئيس الأركان السابق أحمد قايد صالح بقيمة 45 مليار سنت.,جزاير استعد إنجاز لام رييس أركان سابق أحمد قايد صالح قيمة خمسة وأربعون مليار سن,زائف,False,سياسة
صورة لاعتقال البطل الهاكر الجزائري حمزة بن دلاج، الذي سحب 200 مليون دولار من بنوك الاحتلال الإسرائيلي وحوّلها لفقراء فلسطين.,صورة اعتقال بطل هاكر جزاير حمز ابن دلاج سحب مئتان مليون نوك احتلال اسراييل حول فقير سط,زائف,False,تكنولوجيا
"أردوغان للسيسي ""اذهب لمحاربة إثيوبيا، ولو هي بعيدة عليك سأنقل جنودك على نفقة تركيا، واترك ليبيا لأهلها"".",اردوغان سيس أذهب محارب اثيوبيا عيد سانقل جندي نفق تركيا ترك يبي أهل,زائف,False,سياسة
"صورة لجيسون ستاثام وهو يرتدي ""تيشيرت"" كُتب عليه ""كل الرجال خلقوا مثل بعضهم لكن أفضلهم من ولدوا في مصر"".",صورة جيسون ستاثام ارتد تيشيرت كتب رجل خلق عض افضل لد مصر,زائف,False,ثقافة وفن
الحكومة الألمانية تعيد فتح مجالها الجوي وتستثني كل الدول العربية من الإجراء، ما عدى تونس.,حكوم ألماني أعاد فتح مجال جو استثنى دولة عربي اجراء عد تونس,زائف,False,سياسة
الممثلة ومغنية البوب الأميركية ليندسي لوهان اعتنقت الإسلام.,ممثل مغني بوب أميركي يندس هان اعتنق إسلام,زائف,False,روحانيات ودين
ساعي بريد أنجب أكثر من 1300 طفلاً من علاقات خارج إطار الزواج خلال فترة عمله.,ساعي ريد انجب ألف وثلاثمئة طفل علاقة خارج إطار زواج رأى عمل,زائف,False,ترفيه
منظمة الصحة العالمية تعتبر تونس أفضل دولة أفريقية نجحت في التعامل مع فايروس كورونا المستجد (كوفيد-19).,منظم صح عالمي اعتبر تونس أفضل دولة افريقي نجح تعامل ايروس ورو مستجد يد تسعة وعشرة,زائف,False,صحة
بوتين يرفض لقاء السرّاج بعد وصوله روسيا، والكرملين يصرّح أنّ أساس الحل في ليبيا هو الرؤية المصرية.,وت رفض قاء سراج صول روسيا كرمل صرح اساس حل يبي روي مصري,زائف,False,سياسة
صور الزعيم العقيد معمر القذافي تُرفع فى أميركا.,صورة زعيم عقيد معمر قذاف رفع اميركا,مضلل,Partly-false,سياسة
مقطع فيديو يُظهر حرق مشعوذ في المغرب.,مقطع يديو ظهر حرق مشعوذ مغرب,مضلل,Partly-false,أخبار
احذروا من السفر بعد انتهاء الحجر الصحي مباشرة، فالطيّارون نسوا تلك المهارة.,احذر سفر انتهاء حجر صح مباشر طيار نس مهار,ساخر,Sarcasm,سفر
"صورة لرئيس الحكومة المغربية الأسبق عبد الإله بنكيران وهو يقرأ كتاباً بعنوان ""كيف تتعلم الكذب"".",صورة رييس حكوم مغربي اسبق عبد ال نكير أقر تاب عنوان تعلم كذب,زائف,False,سياسة
رجل من أربيل يبلغ من العمر 82 عاماً وزوجته ذات الـ 61 عاماً رُزقا بمولود.,رجل أربيل بلغ عمر اثنان وثمانون عام زوج ال واحد وستون عام رزق مولود,مضلل,Partly-false,أخبار
متظاهرون في أميركا يستولون على بنك ويوزّعون النقود على الناس,متظاهر اميركا استولى بنك وزع نقد ناس,خطأ,False,politics
الاتحاد المغربي لكرة القدم يقرر إلغاء الدوري بسبب فايروس كورونا المستجد.,اتحاد مغرب كر قدم قرر غاء دور ايروس ورو مستجد,زائف,False,رياضة
الإيرانيون يطلقون اسم جورج فلويد على أحد الشوارع نكاية بأميركا.,ايراني أطلق اسم جورج لويد أحد شارع نكاي اميركا,زائف,False,سياسة
متظاهرون في أميركا يحرقون شرطياً غضباً بعد مقتل الأميركي من أصل أفريقي جورج فلويد تحت ركبة شرطي أميركي أبيض.,متظاهر اميركا حرق شرطي غضب مقتل امير أصل افريق جورج لويد ركب شرط امير ابيض,مضلل,Partly-false,أخبار
ترامب، قائد أكبر قوة عسكرية في العالم و هو يخرج من مخبئه السري (صورة),ترامب قايد أكبر قو عسكري عالم خرج مخبي سر صورة,fake,False,سياسي
لاعب المنتخب التونسي، يوسف المساكني، لم يلتزم بالحجر الصحي المفروض في بلاده.,اعب منتخب تونس يوسف مسكن التزم حجر صح مفروض اد,مضلل,Partly-false,رياضة
"الرئيس الأميركي السابق باراك أوباما يحمل كتاباً يتنبأ بنهاية أميركا على يد ""رجل أسود"".",رييس امير سابق اراك اوباما حمل تاب يتنبا نهاي اميركا يد رجل اسود,زائف,False,سياسة
سيارات فخمة مسروقة في أميركا,سيارة خم مسروق اميركا,زائف,False,أخبار
خروج مظاهرة في منطقة جرمانا في ريف دمشق تهتف ضد النظام السوري وتدعو للحرية.,خروج مظهر منطق جرم ريف دمشق هتف ضد نظام سور دعا حري,مضلل,Partly-false,سياسة
صورة لجنود أتراك تمّ أسرهم في ليبيا.,صورة جندي أتراك تم أسرة يبي,مضلل,Partly-false,سياسة
إيران تفرض ضريبة العزوبية على من بلغت أعمارهم 28 عاماً دون أن يتزوجوا.,إيران فرض ضريب عزوبي غت عمر ثمانية وعشرون عام تزوج,مضلل,Partly-false,أخبار
الشرطة الأميركية تساهم في عمليات النهب.,شرط أميركي ساهم عملية نهب,مضلل,Partly-false,سياسة
160 حالة عدوى بفايروس نقص المناعة المكتسبة (الإيدز)، خلال الحجر الصحي في محافظة مدنين التونسية.,مئة وستون حال عدو فايروس نقص مناع مكتسب ايدز حجر صح محافظ مدينة تونسي,مضلل,Partly-false,صحة
مصر تتوصل لعلاج لفيروس كورونا هو ريمدسيفر وتطرحه في الأسواق قريبا,مصر توصل علاج فيروس ورو ريمدسيفر طرح أسواق قريب,fake,False,طبي
رجل أمريكي آخر يلفظ أنفاسه بين يدي الشرطة الأمريكية,رجل امر آخر لفظ أنفاس يد شرط امريكي,misleading-title,False,سياسي
مقطع فيديو يوثق لحظة خروج أنثى الفيل من النهر، وهي تنفث الدخان قبل موتها، بعد أكلها أناناساً فيه مفرقعات.,مقطع يديو وثق حظ خروج انث فيل نهر تنفث دخان موت أكل اناناس مفرقع,مضلل,Partly-false,علوم
سرقة سيارة شرطة، والوضع في أميركا يخرج عن السيطرة.,سرق سيار شرط وضع اميركا خرج سيطر,مضلل,Partly-false,سياسة
السيناتور الأميركي توم كوتون يدعو إلى وقف أعمال النهب أثناء الاحتجاجات الحالية في أميركا، وصورة له مع سبائك الذهب المنهوبة أيام غزو الولايات المتحدة للعراق.,سيناتور امير توم تون دعا وقف أعمال نهب أثناء احتجاج حال اميركا صورة سبايك ذهب منهوب أيام غزو ولاية متحد عراق,زائف,False,سياسة
استعدادات للهجوم على المتظاهرين الأميركيين بالجمال,استعداد هجوم متظاهر أميركي جمال,زائف,False,أخبار
ليونيل ميسي يُفكر في مُغادرة نادي برشلونة.,يونيل ميس فكر مغادر نادي رشلون,زائف,False,رياضة
بعد الأحداث التي شهدتها أميركا، لافتة تجوب شوارع نيويورك كتب عليها: لا فرق بين أبيض وأسود إلا بالتقوى.,احداث شهد اميركا افت جاب شارع نيويورك كتب فرق ابيض اسود الا تقو,مضلل,Partly-false,أخبار
اعتذار المستشارة الألمانية أنجيلا ميركل لأطفال ألمانيا بسبب الحجر الصحي.,اعتذار مستشار ألماني انجيلا ميركل أطفال مانيا حجر صح,زائف,False,سياسة
طبيب إيطالي يكشف في مقطع فيديو أنّ دولاً عربية دعته إلى تلميع صورتها في حربها على فايروس كورونا المستجدّ (كوقيد-19)، لأن تونس أدهشتهم في صمت.,طبيب ايطال كشف مقطع يديو دولة عربي دعا تلميع صور حرب ايروس ورو مستجد قيد تسعة وعشرة لان تونس ادهش صمت,زائف,False,صحة
صورة لترامب يخرجه أحد القادة العسكريين من مخبأ سري، بعد وصول المظاهرات إلى البيت الأبيض.,صورة ترامب خرج أحد قاد عسكري مخب سر صول مظاهرة بيت ابيض,زائف,False,أخبار
"كويكب أطول من برج ""إمباير ستيت"" الأميركي يتوجّه نحو الكرة الأرضية.",كب أطول برج امباير ستيت امير توج كر ارضي,مضلل,Partly-false,علوم
رجل يبيع الطوب للمتظاهرين في أميركا,رجل باع طوب متظاهر اميركا,خطأ,False,politics
مواطن أمريكي يسرق خنزير ومعه أشياء أخرى من محل مواطن آخر لأن الشرطة قتلت جورج فلويد,مواطن امر سرق خنزير مع أشياء آخر محل مواطن آخر لان شرط قتل جورج لويد,fake,False,اجتماعي
أوباما يرمي هدية ترامب في الهواء,اوباما يرم هدي ترامب هواء,sarcastic,Sarcasm,سياسي
بالفيديو: بيروت صارت شيعية,فيديو يروت صار شيعي,خطأ,False,politics
متظاهر يحرق شرطي امريكي,متظاهر أحرق شرط امر,misleading-title,False,سياسي
تسرب 20 ألف طن وقود في سيبيريا بروسيا من مفاعل نووي.,تسرب عشرون ألف طن قود سيبيري روسيا مفاعل نوو,مضلل,Partly-false,أخبار
متظاهرون يدمّرون نجمة ترامب في ممر الشهرة (Walk of Fame) في هوليوود.,متظاهر دمر نجم ترامب ممر شهر    هوليوود,مضلل,Partly-false,أخبار
غزة تتضامن مع الأميركي من أصل أفريقي جورج فلويد الذي قتل خنقاً تحت ركبة شرطي أبيض، برسمه على جدار مكاتب الأمم المتحدة.,غز تضامن امير أصل افريق جورج لويد قتل خنق ركب شرط ابيض رسم جدار مكتب أمم متحد,زائف,False,ثقافة وفن
شرطي من أصل أفريقي يعتقل متظاهراً أبيضاً في الاحتجاجات المندلعة في الولايات المتّحدة عقب مقتل جورج فلويد، خنقاً تحت ركبة أحد عناصر الشرطة الأميركية.,شرط أصل افريق اعتقل متظاهر ابيض احتجاج مندلع ولاية متحد عقب مقتل جورج لويد خنق ركب أحد عنصر شرط أميركي,مضلل,Partly-false,أخبار
لحظة خروج الفيل من النهر وهو يخرج من فمه الدخان بعد أن اكل أناناس به مفرقعات (فيديو),حظ خروج فيل نهر خرج فم دخان أكل اناناس مفرقع يديو,misleading-title,False,اجتماعي
ترامب وزوجته يزوران أوباما وعائلته لتهدئة الاحتجاجات والمظاهرات في أميركا.,ترامب زوج زار اوباما عايل هدى احتجاج مظاهرة اميركا,زائف,False,سياسة
"قطر تبلغ الكويت ""رسميًّا"" برغبتها الانسحاب من مجلس التعاون الخليجي",قطر بلغ كويت رسمي رغب انسحاب مجلس تعاون خليج,زائف,False,سياسة
طرد توكل كرمان من مجلس إشراف موقع فيسبوك.,طرد أوكل رمان مجلس إشراف موقع يسبوك,زائف,False,سياسة
قُتل هذا الطفل الفلسطيني على يد جندي صهيوني، وبنفس الطريقة التي قُتل بها الأميركي جورج فلويد على يد شرطي أميركي أبيض.,قتل طفل فلسطين يد جند صهيون نفس طريق قتل امير جورج لويد يد شرط امير ابيض,مضلل,Partly-false,سياسة
الفلسطيني محمود أبو ميالة هو صاحب متجر المواد الغذائية الذي أبلغ الشرطة عن الأميركي جورج فلويد بعد أن أعطاه ورقة مالية مزورة.,فلسطين محمود أبو ميال صاحب متجر مادة غذا أبلغ شرط امير جورج لويد اعطا رق مالي مزور,مضلل,Partly-false,أخبار
"مجلة ''فوربس"" الأميركية، تصنف تونس كأهمّ الوجهات السياحية في العالم بعد أزمة كورونا (كوفيد-19).",مجل ربس أميركي صنف تونس أهم وجهة سياحي عالم ازم ورو يد تسعة وعشرة,مضلل,Partly-false,سفر
أميركي يسرق صرافة آلية خلال الاحتجاجات الأميركية الجارية.,امير سرق صراف يه احتجاج أميركي جاري,مضلل,Partly-false,سياسة
صورة ساخرة لمزار جورج فلويد في إيران، بعد مقتله على يد شرطي أميركي في منيابوليس.,صورة ساخر مزار جورج لويد إيران مقتل يد شرط امير منيابوليس,ساخر,Sarcasm,روحانيات ودين
احتراق مخازن شركة أمازون بالكامل في ولاية كاليفورنيا .,احتراق مخزن شرك امازون كامل لاي يفورنيا,مضلل,Partly-false,أعمال
طبيب مصري يكتشف لقاحاً لفايروس كورونا المستجد (كوفيد-19) من سم النحل.,طبيب مصر اكتشف قاح فايروس ورو مستجد يد تسعة وعشرة سم نحل,مضلل,Partly-false,صحة
إسقاط تمثال جورج واشنطن بأيدي الشعب الأميركي.,اسقاط تمثال جورج اشنطن أيد شعب امير,مضلل,Partly-false,سياسة
هذه المغنية هي ابنة النجمة العالمية جوليا روبرتس، تغني بصوت عذب وتشبه والدتها بشكل كبير.,مغني ابن نجم عالمي جوليا روبرتس أغنى صوت عذب شب الد شكل بير,مضلل,Partly-false,موسيقى
العنصرية في أميركا، حتى الصابون للبيض فقط!,عنصر اميركا صابون بيض فقط,مضلل,Partly-false,تكنولوجيا
ادّعاء صورة حشد من أمام البرلمان في واشنطن تنتمي للمظاهرات الحالية,ادعاء صورة حشد برلمان اشنطن تنتم مظاهرة حال,misleading-title,False,سياسي
أوباما يقود التظاهرات ضد ترامب,اوباما قاد تظاهر ضد ترامب,خطأ,False,politics
"فعّل الرئيس الأميركي دونالد ترامب ""قانون الانتفاضة"" الصادر عام 1807 لأول مرّة منذ 200 عام، والذي يُتيح نشر الجيش الأميركي في أنحاء البلاد من أجل فض المظاهرات السلمية.",فعل رييس امير دونالد ترامب قانون انتفاض صادر عام ألف وثمانمئة وسبعة أول مر مئتان عام أتاح نشر جيش امير أنحاء بلد أجل فض مظاهرة سلمي,زائف,False,سياسة
"مقطع فيديو تحت عنوان ""الأوضاع في أميركا تخرج عن السيطرة"".",مقطع يديو عنوان أوضاع اميركا خرج سيطر,مضلل,Partly-false,سياسة
صدق أو لا تصدق هذا مارادونا.,صدق تصدق مارادونا,زائف,False,رياضة
"شقيقة محمد رمضان ترد على حملة التنمر على هيئتها وتقول""في حاجات الواحد بيتولد بيها، ملهوش حق يختارها"".",شقيق محمد رمضان ردى حمل تنمر هييت تقولف حاجة واحد تولد ي ملهوش حق اختار,زائف,False,ثقافة وفن
وكالة ناسا للفضاء تقول أن الشمس اقتربت من أن تشرق من الغرب.,ال ناس فضاء قال شمس اقترب أشرق غرب,زائف,False,علوم
"متظاهرة أميركية ترفع ترفع لافتة كُتب عليها ""خبز وماء وترامب لا"".",متظاهر أميركي رفع رفع افت كتب خبز ماء ترامب,زائف,False,سياسة
وفاة الفنانة المصرية رجاء الجداوي نتيجة لإصابتها بفايروس كورونا المستجد.,فا فنان مصري رجاء جداو نتيج أصاب فايروس ورو مستجد,زائف,False,صحة
أعلن مستشفى Care الياباني إذابة الجليدة عن مريضة جُمّدت عام 1979، وهي عراقية الجنسية أُصيبت بالتهاب الكبد الوبائي C، وجُمّدت لحين اكتشاف علاج للمرض.,اعلن مستشف  يابان اذاب جليد مريض جمد عام ألف وتسعمئة وتسعة وسبعون عراقي جنسي أصاب التهاب كبد باي  جمد ح اكتشاف علاج مرض,مضلل,Partly-false,علوم
لوحة لجورج فلويد على جدار الفصل العنصري في فلسطين.,وح جورج لويد جدار فصل عنصر سط,مضلل,Partly-false,سياسة
كورونا مسرحيه عالميه بمتيزا وكل شي تمثيل ما قصة الجثث التي تحمل بيد واحدة,ورو مسرحي عالمي متيزا شي تمثيل قص جثة حمل أحد,خطأ,False,health
مقطع يظهر بأن الوضع في أمريكا يخرج عن السيطرة (فيديو),مقطع ظهر باني وضع أمريكا خرج سيطر يديو,misleading-title,False,سياسي
أردوغان: نجحنا في صنع عبيد لنا في الدول العربية يدافعون عن سياستنا.,اردوغان نجح صنع عبيد دولة عربي دافع سياسة,زائف,False,سياسة
توقيف أم وطفلها في الولايات المتحدة,توقيف طفل ولاية متحد,خطأ,False,health
صور مرعبة لأعداد كبيرة من ضحايا فايروس كورونا المستجد. اليوم تم كشف لعبة أميركا، شابّ يحمل لعبة مغلّفة لتبدو كأنها إحدى ضحايا الفايروس، لكن في الحقيقة جميعها مجرّد ألعاب تم تغليفها ونشرها في شوارع أميركا.,صورة مرعب اعداد بير ضحية ايروس ورو مستجد يوم تم كشف عب اميركا شاب حمل عب مغلف بدا ان أحد ضحية فايروس حقيق جميع مجرد عاب تم تغليف نشر شارع اميركا,مضلل,Partly-false,سياسة
"أستراليا تضع حديث الرسول محمد ""لا تسرفوا في الماء ولو كنتم على نهر جار"" على كلّ زجاجات المياه.",أستراليا وضع حديث رسول محمد تسرف ماء نتم نهر جار زجاجة ميا,مضلل,Partly-false,روحانيات ودين
هذه كنيسة في إسبانيا يُطلق عليها كاتدرائية مسجد قرطبة. حوّل أحد الملوك المسجد إلى كنيسة، لكنّ المؤذن يأتي كل يوم لرفع الأذان حتى يومنا هذا. يُقام الأذان يوميًّا في أوقات الصلاة حتى في وقت صلاة المسيحيين لكنّ الحضور يلتزمون الصمت حتى نهاية الأذان.,نيس إسبانيا أطلق اتدرايي مسجد قرطب حول أحد ملك مسجد نيس موذن يا يوم رفع اذان يوم أقام اذان يومي أوقات صلا وقت صلا مسيحي حضور التزم صمت نهاي اذان,مضلل,Partly-false,روحانيات ودين
مواطن أميركي يبيع الطوب للمتظاهرين في الاحتجاجات الجارية.,مواطن امير باع طوب متظاهر احتجاج جاري,مضلل,Partly-false,سياسة
السلطات المصرية تلقي القبض على الإرهابي سيف شحيبر صبيحة.,سلطة مصري لقي قبض إرهاب سيف شحيبر صبيح,مضلل,Partly-false,سياسة
رجل أميركي يسرق خنزيراً من متجر أثناء الاحتجاجات التي تبعت مقتل جورج فلويد على يد الشرطة الأميركية.,رجل امير سرق خنزير متجر أثناء احتجاج تبع مقتل جورج لويد يد شرط أميركي,زائف,False,أخبار
جهاز فحص كورونا مجّاني في شوارع دولة الاحتلال الاسرائيلي,جهاز فحص ورو مجان شارع دولة احتلال اسراييل,مضلل,Partly-false,سياسة
سيمبسون تتنبأ بوفاة ترامب,سيمبسون تتنبا وفا ترامب,misleading-title,False,سياسي
تنبأ مسلسل سيمبسون بمقتل مواطن أمريكي أسود على يد الشرطة,تنبا مسلسل سيمبسون مقتل مواطن امر اسود يد شرط,misleading-title,False,سياسي
صور لجثث ضحايا فيروس كورونا في أمريكا مصفوفة في الشوارع,صورة جثة ضحية يروس ورو أمريكا مصفوف شارع,misleading-title,False,اجتماعي
الرئيس التركي رجب طيب أردوغان يُصدر قراراً بإعفاء المواطنين الفلسطينيين من تأشيرة الدخول لتركيا.,رييس ترك رجب طيب اردوغان صدر قرار إعفاء مواطن فلسطيني تاشير دخول تركيا,مضلل,Partly-false,سفر
عامل نظافة توفي بسبب كورونا المستجدّ,عامل نظاف وفى ورو مستجد,خطأ,False,health
صور من تظاهرات الولايات المتحدة,صورة تظاهر ولاية متحد,خطأ,False,politics
أمريكا: أوباما يتقدم مظاهرات الأمريكيين ضد العنصرية (صورة),أمريكا اوباما تقدم مظاهرة امريكي ضد عنصر صورة,misleading-title,False,سياسي
باراك أوباما يشارك في الاحتجاجات الأميركية الحالية.,اراك اوباما شارك احتجاج أميركي حال,مضلل,Partly-false,سياسة
صورة تُظهر تمثال أسد في مدينة الحويجة العراقية.,صورة ظهر تمثال أسد مدين حويج عراقي,مضلل,Partly-false,ثقافة وفن
فيديو لعناصر من الشرطة الأميركية، يعتقلون أمّاً برفقة ابنها أثناء احتجاجها على إجراءات الحجر الصحي.,يديو عنصر شرط أميركي اعتقل رفق ابن أثناء احتجاج إجراء حجر صح,مضلل,Partly-false,أخبار
نشرت مجلة تايم الأميركية صورة لـ ترامب على غلافها واصفةً إياه بأسوأ رئيس في تاريخ أميركا.,نشر مجل تايم أميركي صورة ل ترامب غلاف اصف أي اس رييس تاريخ اميركا,زائف,False,سياسة
جلسة عامة في مجلس نواب الشعب التونسيّ، لمساءلة رئيسه راشد الغنوشي.,جلس عام مجلس نائب شعب تونس مساءل رييس راشد غنوش,مضلل,Partly-false,سياسة
الكويت تردّ على ريم الشمّري بإضاءة أبراج الكويت بالعلم المصري.,كويت ردى رئم شمر اضاء أبراج كويت علم مصر,مضلل,Partly-false,أخبار
متظاهر يطرح شرطيًّا أرضاً خلال الاحتجاجات الأميركية الجارية.,متظاهر طرح شرطي أرض احتجاج أميركي جاري,مضلل,Partly-false,سياسة
قطع الإنترنت بشكل كامل عن العاصمة الأميركية واشنطن.,قطع إنترنت شكل أمل عاصم أميركي اشنطن,زائف,False,سياسة
الشرطة الأميركية تلقي القبض على أميركي من أصل سوداني ظنا منها أنه من مثيري الشغب؛ ليتبين أنه عميل في مكتب التحقيقات الفيدرالي,شرط أميركي لقي قبض امير أصل سودان ظن مثير شغب تاب عميل مكتب تحقيق فيدرال,زائف,False,أخبار
وفاة الجزائري محمد علاق لاعب ألعاب القوى.,فا جزاير محمد علاق اعب عاب قو,مضلل,Partly-false,رياضة
إعادة غسل الكمامات التي تستخدم مرة واحدة في مصر,أعاد غسل كمام استخدم مر أحد مصر,خطأ,False,health
فيديو يصوّر تلفيق قناة الجزيرة أخباراً عن مصر,يديو صور تلفيق قنا جزير خبر مصر,خطأ,False,health
دوله الكويت ترد ع ريم الشمري,دولة كويت ردى رئم شمر,خطأ,False,politics
هتلر حمل الكتاب المقدّس كما فعل دونالد ترامب مؤخراً.,هتلر حمل كتاب مقدس فعل دونالد ترامب موخر,زائف,False,سياسة
